"lethal.temp","population","treatment"
25.137,"Ontario","4.5°C"
25.137,"Ontario","7.0°C"
27.186,"Ontario","2.0°C"
22.25,"Ontario","4.5°C"
24.219,"Ontario","4.5°C"
24.823,"Ontario","2.0°C"
26.598,"Ontario","2.0°C"
25.647,"Superior","7.0°C"
26.744,"Superior","4.5°C"
24.508,"Superior","7.0°C"
26.475,"Superior","4.5°C"
27.776,"Ontario","2.0°C"
21.437,"Superior","4.5°C"
23.545,"Ontario","4.5°C"
26.769,"Ontario","4.5°C"
24.508,"Ontario","7.0°C"
22.824,"Superior","2.0°C"
26.353,"Superior","4.5°C"
24.219,"Superior","7.0°C"
26.134,"Ontario","7.0°C"
25.04,"Ontario","4.5°C"
25.623,"Superior","4.5°C"
26.231,"Ontario","7.0°C"
26.378,"Ontario","2.0°C"
25.137,"Superior","2.0°C"
24.267,"Ontario","7.0°C"
24.774,"Ontario","4.5°C"
24.605,"Ontario","4.5°C"
20.436,"Superior","2.0°C"
24.508,"Ontario","2.0°C"
26.28,"Ontario","7.0°C"
24.243,"Ontario","4.5°C"
27.358,"Superior","4.5°C"
26.329,"Ontario","4.5°C"
25.744,"Ontario","4.5°C"
24.823,"Ontario","4.5°C"
26.598,"Ontario","4.5°C"
25.137,"Superior","7.0°C"
26.622,"Ontario","2.0°C"
25.841,"Superior","7.0°C"
24.75,"Ontario","7.0°C"
24.146,"Ontario","7.0°C"
23.352,"Superior","2.0°C"
26.451,"Ontario","2.0°C"
24.871,"Ontario","7.0°C"
26.231,"Ontario","7.0°C"
26.72,"Superior","7.0°C"
23.208,"Ontario","4.5°C"
25.695,"Ontario","7.0°C"
26.329,"Ontario","2.0°C"
26.671,"Ontario","7.0°C"
26.329,"Ontario","4.5°C"
26.842,"Ontario","2.0°C"
26.304,"Ontario","4.5°C"
25.841,"Ontario","2.0°C"
25.137,"Ontario","7.0°C"
26.231,"Superior","2.0°C"
24.074,"Superior","7.0°C"
25.866,"Ontario","4.5°C"
25.623,"Superior","2.0°C"
26.353,"Ontario","2.0°C"
22.8,"Ontario","7.0°C"
25.065,"Ontario","7.0°C"
26.793,"Ontario","4.5°C"
25.113,"Ontario","7.0°C"
23.737,"Superior","2.0°C"
26.207,"Ontario","7.0°C"
27.186,"Superior","4.5°C"
24.315,"Ontario","7.0°C"
23.593,"Ontario","2.0°C"
25.987,"Ontario","2.0°C"
25.744,"Superior","4.5°C"
24.605,"Ontario","2.0°C"
24.508,"Ontario","4.5°C"
25.137,"Ontario","7.0°C"
27.677,"Superior","2.0°C"
26.916,"Superior","2.0°C"
27.382,"Ontario","7.0°C"
26.818,"Superior","4.5°C"
26.94,"Superior","4.5°C"
26.842,"Superior","4.5°C"
25.963,"Ontario","2.0°C"
24.484,"Superior","2.0°C"
24.508,"Ontario","2.0°C"
24.315,"Ontario","2.0°C"
24.412,"Ontario","4.5°C"
19.603,"Ontario","2.0°C"
24.823,"Ontario","2.0°C"
25.744,"Ontario","4.5°C"
24.436,"Ontario","7.0°C"
26.769,"Superior","4.5°C"
25.914,"Ontario","2.0°C"
25.841,"Ontario","7.0°C"
25.987,"Ontario","7.0°C"
24.243,"Ontario","4.5°C"
26.231,"Ontario","4.5°C"
24.605,"Ontario","7.0°C"
26.28,"Superior","2.0°C"
26.231,"Superior","7.0°C"
25.065,"Superior","2.0°C"
26.622,"Ontario","4.5°C"
22.25,"Superior","4.5°C"
24.508,"Ontario","4.5°C"
26.231,"Ontario","2.0°C"
22.393,"Superior","7.0°C"
24.557,"Ontario","7.0°C"
26.842,"Superior","2.0°C"
26.329,"Superior","2.0°C"
21.342,"Ontario","2.0°C"
22.13,"Ontario","2.0°C"
23.184,"Ontario","2.0°C"
26.5,"Ontario","7.0°C"
23.641,"Ontario","4.5°C"
25.065,"Superior","4.5°C"
26.793,"Superior","7.0°C"
24.05,"Ontario","7.0°C"
24.75,"Ontario","4.5°C"
25.283,"Ontario","4.5°C"
26.231,"Superior","2.0°C"
25.137,"Superior","7.0°C"
24.412,"Ontario","7.0°C"
23.737,"Ontario","4.5°C"
26.378,"Ontario","2.0°C"
23.328,"Ontario","7.0°C"
26.94,"Ontario","2.0°C"
27.382,"Ontario","7.0°C"
26.744,"Ontario","7.0°C"
19.603,"Ontario","2.0°C"
27.014,"Ontario","4.5°C"
25.065,"Ontario","7.0°C"
24.798,"Ontario","4.5°C"
24.774,"Ontario","2.0°C"
25.137,"Superior","4.5°C"
24.774,"Ontario","4.5°C"
23.136,"Superior","7.0°C"
24.605,"Ontario","7.0°C"
23.136,"Superior","4.5°C"
23.208,"Ontario","2.0°C"
28.097,"Ontario","4.5°C"
21.342,"Superior","7.0°C"
22.082,"Superior","7.0°C"
27.186,"Ontario","2.0°C"
26.256,"Ontario","4.5°C"
26.842,"Ontario","7.0°C"
24.291,"Superior","2.0°C"
26.28,"Ontario","2.0°C"
26.622,"Ontario","2.0°C"
27.776,"Ontario","4.5°C"
26.207,"Ontario","4.5°C"
25.841,"Ontario","2.0°C"
20.15,"Superior","7.0°C"
23.833,"Superior","4.5°C"
24.412,"Superior","7.0°C"
23.328,"Ontario","4.5°C"
24.605,"Ontario","2.0°C"
28.097,"Ontario","2.0°C"
26.28,"Ontario","2.0°C"
24.581,"Superior","7.0°C"
24.75,"Ontario","2.0°C"
24.557,"Ontario","2.0°C"
25.866,"Superior","7.0°C"
27.382,"Ontario","7.0°C"
26.353,"Ontario","2.0°C"
26.231,"Ontario","7.0°C"
25.04,"Superior","2.0°C"
25.065,"Ontario","4.5°C"
23.424,"Ontario","7.0°C"
26.671,"Ontario","4.5°C"
26.28,"Superior","7.0°C"
25.841,"Ontario","4.5°C"
27.358,"Superior","4.5°C"
25.866,"Ontario","2.0°C"
26.818,"Ontario","2.0°C"
25.574,"Ontario","7.0°C"
25.137,"Ontario","2.0°C"
23.208,"Ontario","7.0°C"
23.833,"Ontario","4.5°C"
22.8,"Ontario","4.5°C"
26.72,"Superior","7.0°C"
25.065,"Ontario","7.0°C"
21.342,"Ontario","7.0°C"
26.842,"Ontario","4.5°C"
24.508,"Ontario","7.0°C"
26.012,"Ontario","7.0°C"
25.598,"Superior","2.0°C"
26.353,"Ontario","2.0°C"
26.012,"Ontario","4.5°C"
23.28,"Ontario","2.0°C"
24.677,"Ontario","7.0°C"
22.824,"Ontario","2.0°C"
28.097,"Ontario","2.0°C"
24.508,"Ontario","7.0°C"
24.557,"Ontario","4.5°C"
23.737,"Ontario","4.5°C"
26.842,"Ontario","2.0°C"
23.328,"Ontario","4.5°C"
24.508,"Ontario","4.5°C"
26.207,"Ontario","4.5°C"
24.412,"Ontario","2.0°C"
27.382,"Ontario","4.5°C"
25.453,"Ontario","7.0°C"
28.097,"Ontario","2.0°C"
23.424,"Superior","2.0°C"
24.702,"Ontario","7.0°C"
25.866,"Ontario","4.5°C"
26.598,"Superior","7.0°C"
24.702,"Ontario","7.0°C"
25.744,"Superior","4.5°C"
24.508,"Ontario","7.0°C"
25.866,"Ontario","7.0°C"
23.545,"Ontario","2.0°C"
24.267,"Ontario","4.5°C"
25.914,"Ontario","7.0°C"
26.207,"Ontario","7.0°C"
26.378,"Superior","2.0°C"
24.436,"Ontario","2.0°C"
23.737,"Ontario","4.5°C"
25.987,"Superior","2.0°C"
22.082,"Ontario","7.0°C"
23.737,"Superior","2.0°C"
25.598,"Superior","4.5°C"
24.75,"Ontario","7.0°C"
26.28,"Ontario","4.5°C"
25.914,"Ontario","4.5°C"
24.653,"Ontario","4.5°C"
23.665,"Superior","2.0°C"
26.818,"Ontario","2.0°C"
26.818,"Ontario","4.5°C"
26.28,"Ontario","2.0°C"
22.25,"Ontario","4.5°C"
25.04,"Ontario","7.0°C"
26.256,"Superior","4.5°C"
26.842,"Ontario","4.5°C"
25.501,"Ontario","2.0°C"
24.581,"Ontario","4.5°C"
26.378,"Superior","7.0°C"
25.671,"Superior","4.5°C"
21.533,"Ontario","2.0°C"
24.702,"Ontario","7.0°C"
26.94,"Ontario","4.5°C"
26.207,"Ontario","7.0°C"
23.424,"Ontario","2.0°C"
25.137,"Superior","7.0°C"
24.146,"Ontario","4.5°C"
26.231,"Ontario","4.5°C"
24.267,"Superior","7.0°C"
20.15,"Ontario","2.0°C"
24.871,"Ontario","2.0°C"
22.465,"Ontario","2.0°C"
23.737,"Ontario","2.0°C"
23.641,"Ontario","4.5°C"
25.089,"Ontario","2.0°C"
19.103,"Ontario","4.5°C"
25.987,"Ontario","7.0°C"
25.866,"Superior","2.0°C"
21.533,"Ontario","4.5°C"
24.508,"Ontario","2.0°C"
20.436,"Ontario","2.0°C"
26.842,"Ontario","4.5°C"
26.134,"Ontario","2.0°C"
26.207,"Ontario","2.0°C"
23.328,"Superior","4.5°C"
26.671,"Ontario","4.5°C"
24.702,"Ontario","7.0°C"
22.729,"Superior","7.0°C"
22.058,"Ontario","2.0°C"
26.329,"Ontario","2.0°C"
24.074,"Ontario","4.5°C"
26.94,"Superior","4.5°C"
26.916,"Ontario","4.5°C"
22.393,"Ontario","2.0°C"
22.824,"Ontario","2.0°C"
27.382,"Ontario","7.0°C"
24.508,"Ontario","4.5°C"
22.25,"Superior","2.0°C"
26.207,"Ontario","4.5°C"
25.065,"Ontario","2.0°C"
26.012,"Ontario","2.0°C"
26.818,"Ontario","4.5°C"
25.963,"Ontario","4.5°C"
25.647,"Ontario","7.0°C"
26.231,"Ontario","4.5°C"
24.412,"Ontario","4.5°C"
27.358,"Ontario","4.5°C"
26.744,"Ontario","2.0°C"
25.866,"Ontario","4.5°C"
24.605,"Superior","2.0°C"
28.097,"Ontario","2.0°C"
26.304,"Ontario","2.0°C"
24.243,"Ontario","4.5°C"
26.231,"Ontario","4.5°C"
25.574,"Ontario","4.5°C"
24.074,"Superior","4.5°C"
26.598,"Ontario","2.0°C"
19.817,"Ontario","7.0°C"
23.761,"Ontario","2.0°C"
24.412,"Ontario","2.0°C"
26.94,"Ontario","2.0°C"
25.137,"Ontario","2.0°C"
26.207,"Superior","7.0°C"
24.508,"Ontario","4.5°C"
24.605,"Ontario","4.5°C"
25.647,"Ontario","2.0°C"
25.744,"Ontario","4.5°C"
27.358,"Superior","7.0°C"
24.267,"Ontario","4.5°C"
19.103,"Ontario","7.0°C"
26.598,"Superior","7.0°C"
27.677,"Superior","4.5°C"
24.605,"Ontario","2.0°C"
23.593,"Ontario","2.0°C"
26.842,"Ontario","2.0°C"
25.914,"Ontario","4.5°C"
24.557,"Ontario","7.0°C"
24.195,"Ontario","2.0°C"
26.207,"Superior","4.5°C"
24.653,"Ontario","4.5°C"
25.428,"Ontario","4.5°C"
26.28,"Ontario","7.0°C"
25.963,"Ontario","2.0°C"
24.581,"Ontario","7.0°C"
26.451,"Ontario","4.5°C"
27.358,"Superior","4.5°C"
26.231,"Ontario","2.0°C"
23.665,"Superior","7.0°C"
25.987,"Ontario","4.5°C"
24.629,"Ontario","2.0°C"
25.866,"Superior","4.5°C"
27.899,"Superior","4.5°C"
25.841,"Superior","2.0°C"
25.283,"Ontario","4.5°C"
26.134,"Ontario","4.5°C"
24.436,"Ontario","2.0°C"
26.231,"Ontario","4.5°C"
24.605,"Superior","2.0°C"
24.605,"Ontario","2.0°C"
24.823,"Superior","7.0°C"
22.25,"Ontario","2.0°C"
25.137,"Ontario","7.0°C"
24.484,"Superior","7.0°C"
26.207,"Superior","2.0°C"
26.793,"Ontario","2.0°C"
24.605,"Ontario","7.0°C"
25.866,"Ontario","7.0°C"
22.298,"Ontario","2.0°C"
23.737,"Ontario","2.0°C"
26.598,"Ontario","2.0°C"
24.823,"Ontario","7.0°C"
24.702,"Superior","4.5°C"
26.256,"Ontario","7.0°C"
24.774,"Ontario","2.0°C"
26.744,"Superior","2.0°C"
26.598,"Ontario","4.5°C"
25.137,"Ontario","2.0°C"
25.914,"Ontario","4.5°C"
24.267,"Ontario","4.5°C"
26.72,"Ontario","2.0°C"
26.818,"Superior","7.0°C"
27.235,"Ontario","7.0°C"
26.304,"Ontario","7.0°C"
24.243,"Ontario","2.0°C"
22.298,"Ontario","7.0°C"
25.841,"Ontario","4.5°C"
23.208,"Ontario","2.0°C"
25.963,"Ontario","2.0°C"
26.207,"Ontario","2.0°C"
24.484,"Ontario","2.0°C"
20.293,"Ontario","7.0°C"
23.208,"Superior","4.5°C"
26.207,"Ontario","7.0°C"
22.178,"Ontario","7.0°C"
28.097,"Ontario","4.5°C"
25.744,"Superior","4.5°C"
24.605,"Superior","2.0°C"
24.557,"Ontario","4.5°C"
23.737,"Ontario","2.0°C"
23.424,"Ontario","4.5°C"
25.987,"Ontario","4.5°C"
28.816,"Ontario","4.5°C"
24.412,"Ontario","2.0°C"
26.207,"Ontario","2.0°C"
21.485,"Ontario","7.0°C"
26.622,"Ontario","7.0°C"
26.329,"Ontario","4.5°C"
23.545,"Superior","7.0°C"
24.291,"Ontario","2.0°C"
23.593,"Ontario","7.0°C"
26.549,"Ontario","2.0°C"
25.841,"Ontario","2.0°C"
24.267,"Ontario","4.5°C"
24.05,"Ontario","7.0°C"
25.695,"Ontario","7.0°C"
24.871,"Superior","7.0°C"
21.891,"Ontario","7.0°C"
24.557,"Ontario","2.0°C"
24.871,"Ontario","7.0°C"
26.304,"Ontario","4.5°C"
23.352,"Ontario","4.5°C"
25.841,"Superior","2.0°C"
19.603,"Ontario","4.5°C"
26.28,"Superior","4.5°C"
20.531,"Ontario","4.5°C"
27.014,"Ontario","4.5°C"
24.412,"Superior","2.0°C"
22.058,"Superior","7.0°C"
26.231,"Ontario","4.5°C"
22.058,"Ontario","4.5°C"
20.15,"Ontario","7.0°C"
25.065,"Superior","7.0°C"
21.342,"Ontario","4.5°C"
24.798,"Ontario","2.0°C"
26.769,"Superior","4.5°C"
27.677,"Ontario","7.0°C"
26.793,"Ontario","2.0°C"
24.629,"Superior","2.0°C"
26.231,"Superior","2.0°C"
26.451,"Ontario","2.0°C"
26.744,"Superior","7.0°C"
26.744,"Ontario","7.0°C"
20.15,"Superior","4.5°C"
26.598,"Ontario","2.0°C"
25.914,"Ontario","2.0°C"
26.304,"Ontario","2.0°C"
25.963,"Ontario","2.0°C"
22.178,"Ontario","4.5°C"
26.256,"Ontario","2.0°C"
24.557,"Ontario","7.0°C"
24.653,"Superior","7.0°C"
24.195,"Superior","7.0°C"
24.823,"Ontario","7.0°C"
26.207,"Ontario","4.5°C"
26.353,"Ontario","7.0°C"
24.605,"Superior","2.0°C"
26.329,"Ontario","4.5°C"
23.328,"Superior","4.5°C"
26.842,"Ontario","7.0°C"
23.28,"Ontario","2.0°C"
26.818,"Ontario","4.5°C"
25.065,"Superior","7.0°C"
25.866,"Superior","2.0°C"
26.28,"Ontario","4.5°C"
24.412,"Ontario","4.5°C"
24.798,"Superior","4.5°C"
24.605,"Ontario","7.0°C"
23.954,"Ontario","4.5°C"
27.235,"Superior","7.0°C"
26.329,"Ontario","4.5°C"
26.304,"Ontario","4.5°C"
27.186,"Ontario","2.0°C"
24.798,"Ontario","4.5°C"
24.412,"Ontario","4.5°C"
23.136,"Superior","2.0°C"
27.259,"Ontario","4.5°C"
23.208,"Ontario","4.5°C"
24.436,"Ontario","7.0°C"
25.866,"Ontario","7.0°C"
26.842,"Ontario","7.0°C"
26.036,"Ontario","2.0°C"
26.475,"Ontario","4.5°C"
23.328,"Superior","2.0°C"
23.328,"Ontario","4.5°C"
24.605,"Ontario","7.0°C"
24.605,"Superior","2.0°C"
26.231,"Ontario","2.0°C"
26.28,"Ontario","2.0°C"
26.304,"Ontario","7.0°C"
24.871,"Ontario","2.0°C"
26.28,"Ontario","4.5°C"
25.866,"Ontario","2.0°C"
24.267,"Superior","4.5°C"
24.508,"Superior","2.0°C"
23.136,"Ontario","4.5°C"
25.987,"Ontario","2.0°C"
27.382,"Ontario","4.5°C"
25.137,"Superior","4.5°C"
26.231,"Ontario","4.5°C"
24.291,"Ontario","7.0°C"
26.012,"Ontario","7.0°C"
19.08,"Ontario","7.0°C"
25.914,"Ontario","7.0°C"
23.665,"Ontario","4.5°C"
24.605,"Ontario","2.0°C"
26.769,"Superior","2.0°C"
25.963,"Ontario","2.0°C"
26.353,"Superior","7.0°C"
24.871,"Superior","4.5°C"
24.508,"Ontario","7.0°C"
26.475,"Ontario","7.0°C"
26.598,"Ontario","4.5°C"
27.259,"Ontario","4.5°C"
24.605,"Superior","4.5°C"
24.412,"Superior","2.0°C"
27.677,"Ontario","7.0°C"
24.412,"Ontario","2.0°C"
25.04,"Ontario","2.0°C"
26.207,"Ontario","7.0°C"
27.358,"Ontario","2.0°C"
25.695,"Ontario","4.5°C"
23.424,"Ontario","4.5°C"
23.641,"Ontario","7.0°C"
26.329,"Ontario","4.5°C"
24.774,"Superior","4.5°C"
21.533,"Ontario","4.5°C"
24.702,"Ontario","4.5°C"
26.769,"Ontario","7.0°C"
24.508,"Ontario","2.0°C"
25.453,"Ontario","2.0°C"
21.819,"Superior","4.5°C"
25.841,"Ontario","2.0°C"
24.267,"Superior","7.0°C"
26.207,"Superior","2.0°C"
23.208,"Ontario","7.0°C"
26.94,"Ontario","2.0°C"
19.103,"Ontario","2.0°C"
25.04,"Ontario","7.0°C"
23.424,"Superior","4.5°C"
27.358,"Ontario","4.5°C"
25.137,"Ontario","4.5°C"
25.744,"Ontario","4.5°C"
26.207,"Ontario","4.5°C"
24.774,"Superior","4.5°C"
26.94,"Ontario","4.5°C"
21.867,"Ontario","2.0°C"
24.75,"Ontario","2.0°C"
23.545,"Ontario","2.0°C"
25.987,"Ontario","4.5°C"
24.195,"Ontario","4.5°C"
25.72,"Ontario","4.5°C"
25.065,"Superior","7.0°C"
24.605,"Ontario","2.0°C"
23.593,"Ontario","4.5°C"
23.737,"Ontario","4.5°C"
26.304,"Ontario","2.0°C"
26.329,"Ontario","4.5°C"
24.774,"Ontario","7.0°C"
26.231,"Superior","7.0°C"
22.8,"Superior","2.0°C"
25.914,"Ontario","2.0°C"
26.207,"Ontario","4.5°C"
24.508,"Superior","4.5°C"
24.605,"Ontario","4.5°C"
26.231,"Ontario","2.0°C"
26.451,"Ontario","7.0°C"
23.593,"Ontario","7.0°C"
23.737,"Superior","4.5°C"
23.208,"Ontario","7.0°C"
26.231,"Ontario","7.0°C"
21.987,"Ontario","4.5°C"
26.475,"Ontario","7.0°C"
26.207,"Ontario","7.0°C"
23.184,"Ontario","4.5°C"
26.842,"Ontario","4.5°C"
23.208,"Ontario","4.5°C"
27.358,"Superior","4.5°C"
27.259,"Ontario","7.0°C"
25.647,"Ontario","4.5°C"
24.605,"Ontario","2.0°C"
25.841,"Superior","7.0°C"
25.744,"Superior","4.5°C"
27.014,"Ontario","4.5°C"
26.231,"Ontario","7.0°C"
26.231,"Superior","7.0°C"
26.622,"Ontario","4.5°C"
25.04,"Ontario","4.5°C"
26.378,"Ontario","2.0°C"
26.622,"Ontario","4.5°C"
25.866,"Ontario","7.0°C"
27.358,"Ontario","4.5°C"
26.671,"Ontario","7.0°C"
21.342,"Ontario","2.0°C"
28.468,"Ontario","4.5°C"
20.198,"Ontario","2.0°C"
27.259,"Ontario","4.5°C"
22.25,"Ontario","7.0°C"
26.304,"Ontario","7.0°C"
25.914,"Ontario","2.0°C"
25.598,"Superior","7.0°C"
27.899,"Ontario","2.0°C"
27.358,"Ontario","4.5°C"
23.328,"Superior","4.5°C"
27.259,"Ontario","7.0°C"
21.318,"Superior","4.5°C"
27.358,"Ontario","4.5°C"
21.509,"Ontario","2.0°C"
28.048,"Superior","2.0°C"
24.823,"Superior","4.5°C"
26.842,"Ontario","4.5°C"
26.842,"Ontario","4.5°C"
25.065,"Ontario","4.5°C"
26.842,"Ontario","7.0°C"
26.793,"Superior","4.5°C"
26.329,"Superior","2.0°C"
26.353,"Ontario","2.0°C"
24.75,"Ontario","2.0°C"
24.508,"Ontario","4.5°C"
26.622,"Ontario","4.5°C"
25.914,"Ontario","7.0°C"
24.653,"Ontario","7.0°C"
23.088,"Ontario","2.0°C"
26.94,"Ontario","2.0°C"
26.916,"Superior","7.0°C"
27.382,"Ontario","4.5°C"
26.207,"Superior","4.5°C"
24.557,"Ontario","2.0°C"
26.94,"Superior","7.0°C"
27.235,"Ontario","4.5°C"
26.842,"Ontario","4.5°C"
25.647,"Superior","2.0°C"
24.653,"Ontario","7.0°C"
25.866,"Ontario","2.0°C"
25.866,"Ontario","2.0°C"
24.243,"Ontario","7.0°C"
27.382,"Superior","2.0°C"
26.818,"Superior","4.5°C"
26.329,"Superior","7.0°C"
24.508,"Ontario","2.0°C"
27.186,"Ontario","7.0°C"
25.137,"Ontario","4.5°C"
24.074,"Superior","7.0°C"
26.769,"Ontario","2.0°C"
22.8,"Ontario","4.5°C"
26.231,"Ontario","7.0°C"
24.074,"Ontario","7.0°C"
26.231,"Ontario","7.0°C"
26.549,"Ontario","4.5°C"
26.94,"Ontario","7.0°C"
27.554,"Superior","4.5°C"
25.137,"Superior","2.0°C"
24.243,"Ontario","7.0°C"
25.866,"Superior","4.5°C"
25.695,"Ontario","4.5°C"
26.231,"Ontario","4.5°C"
24.243,"Ontario","2.0°C"
25.963,"Ontario","7.0°C"
24.557,"Ontario","4.5°C"
24.412,"Ontario","2.0°C"
